iter	Logloss
0	0.6300109166
1	0.5513832386
2	0.5002763386
3	0.4484597743
4	0.4028741878
5	0.3674905529
6	0.3194365249
7	0.2913899743
8	0.2704645258
9	0.2451085563
10	0.233116809
11	0.2163425913
12	0.2057423832
13	0.1914072037
14	0.1808529427
15	0.1693262423
16	0.1573989368
17	0.1510603795
18	0.1420043283
19	0.1333242724
20	0.1262418089
21	0.115342025
22	0.1106162954
23	0.1022033365
24	0.09812693355
25	0.09283176867
26	0.08611945865
27	0.08327129942
28	0.07927833841
29	0.07577001991
30	0.07237981031
31	0.06967340352
32	0.06656056098
33	0.06447249106
34	0.06205165759
35	0.05988026926
36	0.05746959207
37	0.05327196161
38	0.05235206364
39	0.04958140363
40	0.04827322668
41	0.04655839961
42	0.04447940651
43	0.04216107697
44	0.04156083986
45	0.0405928759
46	0.03991730798
47	0.03893107749
48	0.03842175637
49	0.03741189092
50	0.03535043907
51	0.03470099832
52	0.03394179361
53	0.03330772427
54	0.03193982877
55	0.03112727088
56	0.0302412765
57	0.02943510591
58	0.02876733458
59	0.02814242387
60	0.027773091
61	0.02710669875
62	0.02592206689
63	0.0249568628
64	0.02454673098
65	0.02417924671
66	0.02394902935
67	0.02300134659
68	0.02249961748
69	0.02212057521
70	0.02171544272
71	0.02131476425
72	0.02071917114
73	0.0202443114
74	0.01988861767
75	0.01953384438
76	0.01902937574
77	0.01868299882
78	0.01837573243
79	0.01804522941
80	0.01790530994
81	0.01747780737
82	0.01716192633
83	0.01704639762
84	0.01694051585
85	0.01664798707
86	0.01640444951
87	0.01624772139
88	0.01599144355
89	0.01577240365
90	0.01555078763
91	0.01533296124
92	0.0150411364
93	0.01494287449
94	0.01471879648
95	0.01453343342
96	0.01433767615
97	0.01412170431
98	0.01392405179
99	0.01376792645
100	0.01363997269
101	0.01347221649
102	0.01338857219
103	0.01329915999
104	0.01321032457
105	0.01303759138
106	0.01290569526
107	0.01283830189
108	0.01270111113
109	0.0125501125
110	0.01242123537
111	0.01226249437
112	0.01215436446
113	0.01203526936
114	0.01188924636
115	0.01178780026
116	0.011663328
117	0.01150432279
118	0.0113704729
119	0.01126744935
120	0.01110537357
121	0.01101266263
122	0.01091890868
123	0.01088213333
124	0.01075911894
125	0.01065247513
126	0.01053081424
127	0.01043536342
128	0.01032197783
129	0.01020474875
130	0.01009585422
131	0.009954257367
132	0.009872848168
133	0.009768051812
134	0.00972694789
135	0.009684923463
136	0.009611829757
137	0.009509604639
138	0.009380529205
139	0.009302627439
140	0.009233187132
141	0.009143129743
142	0.009055807972
143	0.008990942751
144	0.008913193041
145	0.008832306171
146	0.008748311048
147	0.008639873865
148	0.008573413719
149	0.008507686596
150	0.00842812489
151	0.008384188243
152	0.008342689799
153	0.008282057404
154	0.00821149342
155	0.008142187224
156	0.00803848159
157	0.0079457954
158	0.007865224356
159	0.007801063681
160	0.007753192984
161	0.007634307473
162	0.007590665124
163	0.00752988866
164	0.007479111413
165	0.007420192795
166	0.007363516658
167	0.007285522763
168	0.007180819754
169	0.007131849559
170	0.007082252011
171	0.007031265503
172	0.006990169569
173	0.006969298236
174	0.006911941195
175	0.006861669011
176	0.006810027927
177	0.006768475502
178	0.00674991872
179	0.006729005872
180	0.006684599874
181	0.006671811705
182	0.006626206629
183	0.006579989066
184	0.006505354093
185	0.006460843429
186	0.006421164932
187	0.006384304868
188	0.006350131455
189	0.006307377444
190	0.006270508819
191	0.006228978996
192	0.006190964701
193	0.006157919514
194	0.006117477368
195	0.00610020137
196	0.006051399244
197	0.006010329816
198	0.005966802271
199	0.005937121952
